,time,open_price,high_price,low_price,close_price,volume
183,2022-09-14 17:00:00,20233.65,20331.76,19490.0,19704.24,1795.37193666
184,2022-09-13 17:00:00,20171.63,20526.37,19628.09,20233.65,1705.48478593
185,2022-09-12 17:00:00,22407.24,22798.01,19880.15,20171.63,2692.49195876
186,2022-09-11 17:00:00,21845.19,22490.0,21553.21,22407.24,1658.2071616
187,2022-09-10 17:00:00,21649.02,21860.64,21366.51,21845.19,648.71714857
188,2022-09-09 17:00:00,21369.23,21800.0,21140.29,21649.02,1035.01133032
189,2022-09-08 17:00:00,19322.82,21600.0,19302.25,21369.23,3200.96875977
190,2022-09-07 17:00:00,19288.33,19451.72,19019.28,19322.82,1426.68179171
191,2022-09-06 17:00:00,18789.63,19462.1,18524.9,19288.33,1750.33952773
192,2022-09-05 17:00:00,19787.24,20175.0,18666.0,18789.63,2657.18542027
193,2022-09-04 17:00:00,20008.78,20050.0,19642.57,19787.24,511.88007337
194,2022-09-03 17:00:00,19833.37,20024.32,19600.86,20008.78,345.24070204
195,2022-09-02 17:00:00,19949.67,20049.83,19665.83,19833.37,365.26412428
196,2022-09-01 17:00:00,20120.31,20434.56,19764.91,19949.67,1012.80136876
197,2022-08-31 17:00:00,20055.37,20204.71,19568.96,20120.31,1893.19986331
198,2022-08-30 17:00:00,19800.79,20484.98,19800.79,20055.37,1410.76760465
199,2022-08-29 17:00:00,20291.72,20561.7,19549.66,19800.79,1348.9056931
200,2022-08-28 17:00:00,19549.6,20416.57,19549.6,20291.72,1812.85640882
201,2022-08-27 17:00:00,20034.85,20152.43,19523.9,19549.6,551.58525934
202,2022-08-26 17:00:00,20241.43,20383.39,19824.75,20034.85,1012.63835325
203,2022-08-25 17:00:00,21566.42,21872.32,20114.59,20241.43,2539.97315065
204,2022-08-24 17:00:00,21368.63,21805.16,21314.24,21566.42,733.5194519
205,2022-08-23 17:00:00,21519.66,21890.0,21157.19,21368.63,897.6098597
206,2022-08-22 17:00:00,21397.75,21690.81,20900.0,21519.66,1025.58147745
207,2022-08-21 17:00:00,21436.84,21539.38,20901.0,21397.75,1674.26578904
208,2022-08-20 17:00:00,21138.33,21791.44,21072.19,21436.84,537.35806056
209,2022-08-19 17:00:00,20837.7,21365.49,20754.06,21138.33,845.18313429
210,2022-08-18 17:00:00,23202.58,23202.58,20800.0,20837.7,2624.87860798
211,2022-08-17 17:00:00,23349.04,23598.06,23115.79,23202.58,651.80225672
212,2022-08-16 17:00:00,23868.75,24430.67,23200.0,23349.04,1236.33680743
213,2022-08-15 17:00:00,24100.0,24244.86,23677.98,23868.75,850.20899377
214,2022-08-14 17:00:00,24305.76,25204.28,23789.43,24100.0,1200.57796118
215,2022-08-13 17:00:00,24451.27,25029.64,24161.38,24305.76,507.0866652
216,2022-08-12 17:00:00,24414.77,24947.8,24313.94,24451.27,636.03510319
217,2022-08-11 17:00:00,23959.54,24450.0,23601.26,24414.77,893.80943897
218,2022-08-10 17:00:00,23962.89,24915.39,23876.78,23959.54,1594.71093323
219,2022-08-09 17:00:00,23151.43,24230.0,22683.86,23962.89,1396.99529166
220,2022-08-08 17:00:00,23823.56,23916.84,22881.23,23151.43,808.73384691
221,2022-08-07 17:00:00,23181.96,24240.0,23165.47,23823.56,1336.55319764
222,2022-08-06 17:00:00,22937.5,23399.54,22858.49,23181.96,296.9470568
223,2022-08-05 17:00:00,23316.92,23357.68,22923.16,22937.5,375.7125449
224,2022-08-04 17:00:00,22626.02,23470.63,22588.56,23316.92,1106.19819213
225,2022-08-03 17:00:00,22838.65,23224.38,22415.25,22626.02,1267.57411463
226,2022-08-02 17:00:00,22991.85,23640.77,22705.0,22838.65,1153.00553894
227,2022-08-01 17:00:00,23276.49,23450.0,22670.03,22991.85,1124.50097767
228,2022-07-31 17:00:00,23312.81,23500.1,22850.0,23276.49,1393.29480951
229,2022-07-30 17:00:00,23642.72,24199.99,23246.34,23312.81,728.72805008
230,2022-07-29 17:00:00,23812.3,24658.3,23528.41,23642.72,910.78814816
231,2022-07-28 17:00:00,23860.0,24444.88,23441.73,23812.3,1510.69190693
232,2022-07-27 17:00:00,22961.77,24196.83,22593.2,23860.0,2473.42418938
233,2022-07-26 17:00:00,21273.71,23152.51,21048.34,22961.77,1909.24820526
234,2022-07-25 17:00:00,21306.58,21339.28,20725.92,21273.71,2092.53039319
235,2022-07-24 17:00:00,22581.43,22659.41,21265.95,21306.58,2164.09721787
236,2022-07-23 17:00:00,22455.42,23007.75,22273.12,22581.43,700.53835208
237,2022-07-22 17:00:00,22679.04,22998.71,21953.41,22455.42,1000.82264616
238,2022-07-21 17:00:00,23162.89,23752.36,22514.5,22679.04,1561.76022516
239,2022-07-20 17:00:00,23217.92,23432.94,22350.0,23162.89,2211.88724758
240,2022-07-19 17:00:00,23399.05,24279.8,22923.9,23217.92,3076.66511929
241,2022-07-18 17:00:00,22440.9,23797.34,21588.38,23399.05,3303.28598119
242,2022-07-17 17:00:00,20786.36,22766.88,20764.82,22440.9,2708.29105244
243,2022-07-16 17:00:00,21198.04,21664.0,20753.34,20786.36,849.64474418
244,2022-07-15 17:00:00,20826.27,21580.88,20481.1,21198.04,829.97502747
245,2022-07-14 17:00:00,20578.3,21195.1,20374.79,20826.27,1427.30682419
246,2022-07-13 17:00:00,20232.15,20899.47,19608.68,20578.3,1734.56483544
247,2022-07-12 17:00:00,19311.11,20324.43,18909.0,20232.15,2479.23161886
248,2022-07-11 17:00:00,19947.28,20049.04,19233.68,19311.11,2261.19006431
249,2022-07-10 17:00:00,20835.45,20851.62,19869.47,19947.28,1703.65961153
250,2022-07-09 17:00:00,21576.63,21590.56,20652.02,20835.45,798.75075991
251,2022-07-08 17:00:00,21607.45,21954.38,21328.0,21576.63,573.22649254
252,2022-07-07 17:00:00,21612.5,22485.2,21177.76,21607.45,2328.51387254
253,2022-07-06 17:00:00,20543.96,21834.97,20242.17,21612.5,1963.88612757
254,2022-07-05 17:00:00,20159.6,20637.98,19746.46,20543.96,1448.44230445
255,2022-07-04 17:00:00,20205.45,20718.64,19281.67,20159.6,2241.2038072
256,2022-07-03 17:00:00,19291.37,20320.44,19033.67,20205.45,1295.33270407
257,2022-07-02 17:00:00,19220.19,19616.81,18776.24,19291.37,1120.55286001
258,2022-07-01 17:00:00,19254.9,19414.66,18967.4,19220.19,914.75580402
259,2022-06-30 17:00:00,19938.67,20882.35,18950.4,19254.9,2867.22662362
260,2022-06-30 06:00:00,19191.25,20882.35,18616.0,19258.66,3644.09415599
261,2022-06-29 06:00:00,19990.72,20399.03,18902.11,19191.25,2424.16272685
262,2022-06-28 06:00:00,20938.11,21103.07,19830.9,19990.72,2115.39900783
263,2022-06-27 06:00:00,21216.25,21259.12,20487.65,20938.11,1427.21082401
264,2022-06-26 06:00:00,21450.49,21509.49,20918.6,21216.25,1466.62234364
265,2022-06-25 06:00:00,21115.24,21870.14,20906.23,21450.49,816.75336815
266,2022-06-24 06:00:00,21196.1,21586.6,20781.0,21115.24,1636.86902788
267,2022-06-23 06:00:00,20548.33,21437.0,20146.07,21196.1,2345.13397403
268,2022-06-22 06:00:00,20364.74,20869.26,19757.23,20548.33,2655.4626808
269,2022-06-21 06:00:00,21089.77,21695.85,19947.37,20364.74,2372.78716766
270,2022-06-20 06:00:00,20539.82,21438.97,19807.88,21089.77,1860.83055837
271,2022-06-19 06:00:00,19322.49,20975.0,19116.68,20539.82,2261.50891335
272,2022-06-18 06:00:00,19125.73,19996.59,17581.01,19322.49,6096.93063637
273,2022-06-17 06:00:00,20621.76,20889.01,18655.78,19125.73,5259.02259491
274,2022-06-16 06:00:00,21121.02,21425.67,20181.12,20621.76,3794.1260525
275,2022-06-15 06:00:00,21162.1,22961.24,20230.0,21121.02,6404.55592526
276,2022-06-14 06:00:00,22115.67,22771.85,20066.0,21162.1,5186.47465126
277,2022-06-13 06:00:00,23619.33,24159.21,20817.49,22115.67,11424.21394742
278,2022-06-12 06:00:00,27401.76,28300.0,23418.54,23619.33,5689.65037844
279,2022-06-11 06:00:00,28447.51,28828.04,27165.97,27401.76,1511.86966286
280,2022-06-10 06:00:00,29612.32,29691.63,28323.13,28447.51,2381.04493259
281,2022-06-09 06:00:00,30075.56,30435.81,29475.0,29612.32,1238.22416791
282,2022-06-08 06:00:00,30126.75,30857.13,29905.54,30075.56,1338.71034508
283,2022-06-07 06:00:00,29479.93,31555.07,29405.07,30126.75,2181.90207967
284,2022-06-06 06:00:00,31386.85,31740.24,29186.45,29479.93,2016.48425425
285,2022-06-05 06:00:00,29697.09,31570.8,29603.14,31386.85,1173.83248876
286,2022-06-04 06:00:00,29512.16,29960.37,29466.5,29697.09,344.38780142
287,2022-06-03 06:00:00,29500.72,29868.38,29254.88,29512.16,752.73529954
288,2022-06-02 06:00:00,30046.31,30675.95,29459.06,29500.72,1426.7214696
289,2022-06-01 06:00:00,31725.72,31868.11,29308.53,30046.31,1817.38219978
290,2022-05-31 06:00:00,31601.17,32378.4,31220.0,31725.72,1333.93406335
291,2022-05-30 06:00:00,30509.71,32183.61,30248.65,31601.17,1589.61176188
292,2022-05-29 06:00:00,29355.13,30900.0,29050.0,30509.71,1457.35403267
293,2022-05-28 06:00:00,28943.86,29445.0,28762.2,29355.13,514.64864392
294,2022-05-27 06:00:00,29227.21,29347.77,28245.3,28943.86,1214.42450205
295,2022-05-26 06:00:00,28909.96,29734.66,28002.0,29227.21,2320.58243142
296,2022-05-25 06:00:00,29538.91,30014.14,28758.0,28909.96,1279.93685293
297,2022-05-24 06:00:00,29221.68,30187.6,28647.69,29538.91,1376.29420183
298,2022-05-23 06:00:00,30355.75,30524.87,28851.0,29221.68,1349.58762004
299,2022-05-22 06:00:00,30134.74,30626.76,29641.07,30355.75,659.11147387
300,2022-05-21 06:00:00,29252.74,30268.27,29201.64,30134.74,677.36853747
301,2022-05-20 06:00:00,30233.69,30394.02,28700.0,29252.74,1172.68850378
302,2022-05-19 06:00:00,29452.0,30733.0,29327.59,30233.69,1452.2613043
303,2022-05-18 06:00:00,29520.05,29634.13,28601.94,29452.0,1783.39840878
304,2022-05-17 06:00:00,30541.03,30733.61,29428.6,29520.05,1473.12043395
305,2022-05-16 06:00:00,29875.67,30735.05,29069.97,30541.03,1241.47553919
306,2022-05-15 06:00:00,30258.24,31402.25,29286.14,29875.67,1243.0249102
307,2022-05-14 06:00:00,29023.33,30537.52,28588.52,30258.24,1114.19298475
308,2022-05-13 06:00:00,30687.14,30980.4,28768.87,29023.33,1593.09909083
309,2022-05-12 06:00:00,28296.93,30960.83,27716.8,30687.14,4319.40014833
310,2022-05-11 06:00:00,29258.68,31955.14,25390.11,28296.93,9130.80234221
311,2022-05-10 06:00:00,32159.77,32354.15,29000.0,29258.68,4048.52594821
312,2022-05-09 06:00:00,32850.0,33394.45,29746.41,32159.77,5343.24810505
313,2022-05-08 06:00:00,34619.53,34721.0,32626.19,32850.0,1852.79582914
314,2022-05-07 06:00:00,36020.56,36068.77,34203.0,34619.53,1017.74190139
315,2022-05-06 06:00:00,35813.29,36415.42,35253.86,36020.56,1054.42027231
316,2022-05-05 06:00:00,39494.61,39504.6,35585.01,35813.29,2319.2778891
317,2022-05-04 06:00:00,38960.26,40011.42,38607.18,39494.61,1100.93782128
318,2022-05-03 06:00:00,38430.0,39156.12,37516.78,38960.26,921.46021568
319,2022-05-02 06:00:00,38492.39,39175.0,38051.6,38430.0,1155.20571448
320,2022-05-01 06:00:00,37966.07,39163.11,37687.9,38492.39,676.3280656
321,2022-04-30 06:00:00,38547.1,38659.82,37412.54,37966.07,506.78598675
322,2022-04-29 06:00:00,38914.6,39411.57,38158.9,38547.1,623.83119251
323,2022-04-28 06:00:00,39539.75,40369.07,38627.56,38914.6,1002.10009334
324,2022-04-27 06:00:00,38888.19,39889.62,38439.87,39539.75,652.43817385
325,2022-04-26 06:00:00,40289.49,40345.16,37697.42,38888.19,1345.40125375
326,2022-04-25 06:00:00,38815.71,40783.69,38640.02,40289.49,1158.935674
327,2022-04-24 06:00:00,39594.54,39933.07,38221.87,38815.71,847.46008789
328,2022-04-23 06:00:00,39718.39,39988.99,39363.42,39594.54,215.45848629
329,2022-04-22 06:00:00,40418.75,40619.8,39189.81,39718.39,1048.76994998
330,2022-04-21 06:00:00,42692.86,42977.1,39795.91,40418.75,1119.60366806
331,2022-04-20 06:00:00,42142.91,42831.05,40904.73,42692.86,776.5611006
332,2022-04-19 06:00:00,40969.71,42208.16,40858.07,42142.91,742.91476074
333,2022-04-18 06:00:00,39422.62,41259.01,39055.87,40969.71,1252.80798231
334,2022-04-17 06:00:00,40434.12,40589.3,38559.19,39422.62,753.55474088
335,2022-04-16 06:00:00,40469.61,40689.81,40018.61,40434.12,261.57663464
336,2022-04-15 06:00:00,40148.58,40840.0,39948.34,40469.61,603.67806682
337,2022-04-14 06:00:00,41148.61,41324.73,39563.77,40148.58,916.83329193
338,2022-04-13 06:00:00,39731.63,41550.87,39644.7,41148.61,1023.65951378
339,2022-04-12 06:00:00,40620.0,40630.91,39271.84,39731.63,1011.8109948
340,2022-04-11 06:00:00,41141.4,41203.58,39215.0,40620.0,1792.32666449
341,2022-04-10 06:00:00,42589.85,43429.78,40931.76,41141.4,908.58823866
342,2022-04-09 06:00:00,42520.02,42900.0,42207.93,42589.85,308.04779865
343,2022-04-08 06:00:00,43164.27,43988.14,42104.92,42520.02,941.88055447
344,2022-04-07 06:00:00,43546.77,43973.12,43023.48,43164.27,636.15856911
345,2022-04-06 06:00:00,44775.37,44975.64,42750.0,43546.77,1668.49868889
346,2022-04-05 06:00:00,46779.64,46864.0,44367.86,44775.37,1053.97462329
347,2022-04-04 06:00:00,46007.21,47183.93,45123.9,46779.64,1021.10259692
348,2022-04-03 06:00:00,46409.2,47450.0,45760.0,46007.21,700.25734761
349,2022-04-02 06:00:00,46747.56,46955.8,45565.48,46409.2,401.90945564
350,2022-04-01 06:00:00,45263.72,47206.57,45263.72,46747.56,831.16332222
351,2022-03-31 06:00:00,47421.06,47636.87,44248.0,45263.72,1056.5150337
352,2022-03-30 06:00:00,47330.68,47713.72,46853.86,47421.06,665.29840825
353,2022-03-29 06:00:00,47875.36,48042.18,46546.15,47330.68,756.89340568
354,2022-03-28 06:00:00,47234.17,48217.83,46877.88,47875.36,1164.64357285
355,2022-03-27 06:00:00,44463.2,47611.55,44461.37,47234.17,1055.72732115
356,2022-03-26 06:00:00,44391.91,44947.66,44158.46,44463.2,366.29440383
357,2022-03-25 06:00:00,44869.62,45124.14,44035.5,44391.91,805.00891584
358,2022-03-24 06:00:00,42838.58,44947.38,42616.51,44869.62,1090.31232161
359,2022-03-23 06:00:00,42396.13,43490.32,41976.31,42838.58,1111.38621001
360,2022-03-22 06:00:00,42983.63,43232.47,41777.0,42396.13,966.56131457
361,2022-03-21 06:00:00,41243.07,43359.99,40773.48,42983.63,1398.38803246
362,2022-03-20 06:00:00,41687.52,41698.43,40529.07,41243.07,503.16730162
363,2022-03-19 06:00:00,41888.88,42400.0,41350.0,41687.52,332.35969435
364,2022-03-18 06:00:00,40466.85,42350.0,40332.75,41888.88,913.91116548
